"","coef"
"Intercept",-2.21
"log age",0.06
"log size",0.01
"log devs",0.15
"log commits",0.98
"C",0.16
"C++",0.14
"Clojure",-0.34
"Coffeescript",0
"Erlang",0.33
"Go",0.13
"Haskell",-0.13
"Java",-0.04
"Javascript",0.03
"Objective-C",-0.03
"Perl",0.03
"Php",0.17
"Python",-0.03
"Ruby",-0.05
"Scala",-0.11
"Typescript",-0.28
