"","coef"
"Intercept",-2.49
"log age",0.08
"log size",0.01
"log devs",0.1
"log commits",1.02
"C",0.19
"C++",0.07
"Clojure",-0.25
"Coffeescript",0.11
"Erlang",0.11
"Go",0.17
"Haskell",-0.25
"Java",-0.25
"Javascript",0.1
"Objective-C",-0.05
"Perl",0.21
"Php",0.08
"Python",0.21
"Ruby",0.08
"Scala",-0.11
"Typescript",-0.41
