"","coef","pVal"
"Intercept",-2.29,0
"log age",0.05,0.027
"log size",-0.02,0.19
"log devs",0.09,0.016
"log commits",1.09,0
"C",0.21,0.053
"C#",-0.01,0.961
"C++",0.1,0.341
"Clojure",-0.38,0.002
"Coffeescript",0.03,0.788
"Erlang",0.16,0.145
"Go",0.15,0.167
"Haskell",-0.29,0.008
"Java",-0.06,0.613
"Javascript",-0.18,0.241
"Objective-C",0.09,0.408
"Perl",-0.09,0.452
"Php",0.29,0.01
"Python",0.07,0.509
"Ruby",0.12,0.331
"Scala",-0.34,0.002
"Typescript",0.11,0.411
