"","coef","pVal"
"Intercept",-2.25,0
"log age",0.11,0
"log size",-0.04,0.002
"log devs",0.06,0.076
"log commits",1.07,0
"C",0.13,0.169
"C#",0.19,0.055
"C++",0.2,0.034
"Clojure",-0.16,0.084
"Coffeescript",-0.05,0.628
"Erlang",0.16,0.108
"Go",0.07,0.519
"Haskell",-0.33,0.001
"Java",0.15,0.126
"Javascript",-0.34,0.01
"Objective-C",0.11,0.274
"Perl",-0.03,0.77
"Php",0.08,0.472
"Python",0.09,0.418
"Ruby",-0.1,0.36
"Scala",-0.22,0.024
"Typescript",0.06,0.588
