"","coef"
"Intercept",-2.52
"log age",0.09
"log size",0.01
"log devs",0.03
"log commits",1.02
"C",0.28
"C++",0.13
"Clojure",-0.34
"Coffeescript",-0.03
"Erlang",0.19
"Go",0.12
"Haskell",-0.23
"Java",-0.09
"Javascript",-0.07
"Objective-C",0.19
"Perl",0.17
"Php",0.24
"Python",0.07
"Ruby",-0.15
"Scala",-0.12
"Typescript",-0.38
