"","coef"
"Intercept",-2.78
"log age",0.14
"log size",0.02
"log devs",0.04
"log commits",1
"C",0.12
"C++",0.15
"Clojure",-0.45
"Coffeescript",0.11
"Erlang",0.18
"Go",0.16
"Haskell",-0.21
"Java",-0.17
"Javascript",-0.07
"Objective-C",-0.02
"Perl",0.21
"Php",0.16
"Python",0.28
"Ruby",-0.07
"Scala",-0.13
"Typescript",-0.23
