"","coef"
"Intercept",-2.56
"log age",0.1
"log size",0
"log devs",0.07
"log commits",1.03
"C",0.2
"C++",0.24
"Clojure",-0.45
"Coffeescript",0.1
"Erlang",0.19
"Go",0.09
"Haskell",-0.26
"Java",-0.08
"Javascript",-0.13
"Objective-C",0.04
"Perl",0.21
"Php",0.16
"Python",0.21
"Ruby",-0.19
"Scala",-0.13
"Typescript",-0.18
