"","coef","pVal"
"Intercept",-2.31,0
"log age",0.11,0
"log size",-0.04,0.014
"log devs",0.08,0.03
"log commits",1.05,0
"C",0.27,0.008
"C#",0.16,0.105
"C++",0.13,0.215
"Clojure",-0.48,0
"Coffeescript",0.04,0.708
"Erlang",0.16,0.128
"Go",0.1,0.311
"Haskell",-0.31,0.004
"Java",0.06,0.615
"Javascript",-0.12,0.374
"Objective-C",0.05,0.62
"Perl",0.12,0.234
"Php",0.2,0.071
"Python",0.06,0.581
"Ruby",-0.22,0.086
"Scala",-0.29,0.01
"Typescript",0.07,0.561
