"","coef"
"Intercept",-2.52
"log age",0.07
"log size",0.02
"log devs",0.09
"log commits",1.02
"C",0.08
"C++",0.25
"Clojure",-0.46
"Coffeescript",-0.02
"Erlang",0.32
"Go",0.11
"Haskell",-0.18
"Java",0.06
"Javascript",0.2
"Objective-C",0.12
"Perl",0.01
"Php",0.38
"Python",0.11
"Ruby",-0.11
"Scala",-0.35
"Typescript",-0.51
