"","coef","pVal"
"Intercept",-2.28,0
"log age",0.09,0
"log size",-0.03,0.025
"log devs",0.13,0
"log commits",1.06,0
"C",0.22,0.038
"C#",0.08,0.489
"C++",0.08,0.46
"Clojure",-0.27,0.016
"Coffeescript",0.08,0.5
"Erlang",0.11,0.322
"Go",0.03,0.762
"Haskell",-0.34,0.002
"Java",-0.04,0.687
"Javascript",0.01,0.955
"Objective-C",0.11,0.341
"Perl",0.04,0.729
"Php",0.12,0.291
"Python",0.05,0.703
"Ruby",-0.13,0.286
"Scala",-0.09,0.405
"Typescript",-0.06,0.647
