"","coef","pVal"
"Intercept",-2.39,0
"log age",0.09,0
"log size",-0.03,0.055
"log devs",0.14,0
"log commits",1.06,0
"C",0.24,0.005
"C#",-0.14,0.16
"C++",0.22,0.015
"Clojure",-0.23,0.022
"Coffeescript",0,0.992
"Erlang",0.12,0.202
"Go",0.17,0.08
"Haskell",-0.15,0.128
"Java",0.07,0.429
"Javascript",-0.03,0.832
"Objective-C",0.22,0.023
"Perl",-0.18,0.084
"Php",0.07,0.489
"Python",-0.04,0.701
"Ruby",-0.07,0.475
"Scala",-0.21,0.026
"Typescript",-0.06,0.576
