"","coef","pVal"
"Intercept",-2.63,0
"log age",0.12,0
"log size",-0.02,0.131
"log devs",0,0.915
"log commits",1.1,0
"C",0.04,0.67
"C#",0.06,0.57
"C++",0.12,0.238
"Clojure",-0.31,0.005
"Coffeescript",-0.04,0.767
"Erlang",0.09,0.37
"Go",0.18,0.092
"Haskell",-0.45,0
"Java",0.1,0.384
"Javascript",0.08,0.494
"Objective-C",0.2,0.04
"Perl",-0.03,0.812
"Php",0.07,0.531
"Python",0.13,0.263
"Ruby",-0.07,0.561
"Scala",-0.17,0.102
"Typescript",-0.01,0.919
