"","coef"
"Intercept",-2.73
"log age",0.09
"log size",0.02
"log devs",0.04
"log commits",1.04
"C",0.13
"C++",0.14
"Clojure",-0.25
"Coffeescript",0.11
"Erlang",0.2
"Go",0.17
"Haskell",-0.16
"Java",0
"Javascript",-0.1
"Objective-C",0.02
"Perl",0.13
"Php",0.08
"Python",0.22
"Ruby",-0.26
"Scala",-0.2
"Typescript",-0.26
