"","coef"
"Intercept",-2.57
"log age",0.11
"log size",0
"log devs",0.06
"log commits",1.02
"C",0.26
"C++",0.06
"Clojure",-0.26
"Coffeescript",-0.05
"Erlang",0.25
"Go",0.38
"Haskell",-0.27
"Java",0
"Javascript",-0.16
"Objective-C",0.03
"Perl",-0.06
"Php",-0.02
"Python",0.29
"Ruby",-0.05
"Scala",-0.08
"Typescript",-0.32
