"","coef","pVal"
"Intercept",-2.29,0
"log age",0.09,0
"log size",-0.06,0
"log devs",0.13,0
"log commits",1.11,0
"C",0.15,0.147
"C#",0.35,0.001
"C++",0.09,0.368
"Clojure",-0.45,0
"Coffeescript",-0.3,0.031
"Erlang",0.35,0.001
"Go",0.12,0.285
"Haskell",-0.21,0.036
"Java",0.07,0.521
"Javascript",-0.18,0.207
"Objective-C",0.22,0.045
"Perl",0.1,0.368
"Php",0.06,0.626
"Python",0.09,0.385
"Ruby",-0.15,0.238
"Scala",-0.24,0.015
"Typescript",-0.07,0.574
