"","coef","pVal"
"Intercept",-2.62,0
"log age",0.14,0
"log size",-0.02,0.206
"log devs",0.08,0.045
"log commits",1.04,0
"C",0.15,0.185
"C#",0.02,0.848
"C++",0.16,0.147
"Clojure",-0.2,0.078
"Coffeescript",-0.04,0.755
"Erlang",0.31,0.006
"Go",0.3,0.005
"Haskell",-0.3,0.01
"Java",0.15,0.198
"Javascript",-0.13,0.373
"Objective-C",-0.05,0.682
"Perl",-0.09,0.45
"Php",0.19,0.093
"Python",0.09,0.472
"Ruby",-0.3,0.03
"Scala",-0.32,0.009
"Typescript",0.05,0.686
