"","coef","pVal"
"Intercept",-2.34,0
"log age",0.09,0
"log size",-0.02,0.214
"log devs",0.14,0
"log commits",1.03,0
"C",0.15,0.126
"C#",0.1,0.388
"C++",0.05,0.621
"Clojure",-0.14,0.202
"Coffeescript",-0.11,0.378
"Erlang",0.05,0.677
"Go",0.21,0.045
"Haskell",-0.17,0.121
"Java",0.13,0.255
"Javascript",-0.01,0.931
"Objective-C",0.07,0.517
"Perl",0.06,0.554
"Php",-0.01,0.894
"Python",0.22,0.026
"Ruby",-0.14,0.265
"Scala",-0.33,0.001
"Typescript",-0.12,0.317
