"","coef"
"Intercept",-2.5
"log age",0.08
"log size",0.01
"log devs",0.08
"log commits",1.02
"C",0.13
"C++",0.25
"Clojure",-0.2
"Coffeescript",-0.04
"Erlang",0.05
"Go",0.22
"Haskell",-0.13
"Java",0.1
"Javascript",0.02
"Objective-C",-0.11
"Perl",-0.18
"Php",0.13
"Python",0.35
"Ruby",-0.06
"Scala",-0.22
"Typescript",-0.33
