"","coef","pVal"
"Intercept",-2.3,0
"log age",0.08,0
"log size",-0.03,0.05
"log devs",0.13,0
"log commits",1.06,0
"C",0.23,0.015
"C#",-0.03,0.755
"C++",0.2,0.052
"Clojure",-0.15,0.135
"Coffeescript",0.12,0.266
"Erlang",0.05,0.647
"Go",0.19,0.085
"Haskell",-0.09,0.377
"Java",-0.14,0.184
"Javascript",-0.05,0.709
"Objective-C",0.04,0.724
"Perl",0.06,0.612
"Php",0.04,0.734
"Python",-0.05,0.662
"Ruby",-0.07,0.542
"Scala",-0.32,0.004
"Typescript",-0.01,0.95
