"","coef"
"Intercept",-2.6
"log age",0.08
"log size",0.01
"log devs",0.02
"log commits",1.07
"C",0.15
"C++",0.14
"Clojure",-0.45
"Coffeescript",-0.03
"Erlang",0.15
"Go",0.09
"Haskell",-0.15
"Java",-0.17
"Javascript",0.13
"Objective-C",0.14
"Perl",0.01
"Php",0.26
"Python",0.16
"Ruby",0.03
"Scala",-0.12
"Typescript",-0.34
