"","coef","pVal"
"Intercept",-2.56,0
"log age",0.1,0
"log size",0,0.891
"log devs",0.09,0.012
"log commits",1.04,0
"C",0.19,0.062
"C#",-0.09,0.394
"C++",0.17,0.097
"Clojure",-0.44,0
"Coffeescript",-0.02,0.905
"Erlang",0.25,0.019
"Go",0.09,0.363
"Haskell",-0.39,0
"Java",-0.04,0.704
"Javascript",-0.11,0.36
"Objective-C",0.28,0.014
"Perl",0.13,0.214
"Php",0.11,0.274
"Python",0.31,0.006
"Ruby",-0.01,0.948
"Scala",-0.19,0.083
"Typescript",-0.24,0.079
