"","coef"
"Intercept",-2.68
"log age",0.1
"log size",0.02
"log devs",0.09
"log commits",1.01
"C",0.12
"C++",0.18
"Clojure",-0.38
"Coffeescript",0.22
"Erlang",0.16
"Go",0.22
"Haskell",-0.33
"Java",-0.04
"Javascript",-0.12
"Objective-C",-0.03
"Perl",0.04
"Php",0.13
"Python",0.18
"Ruby",-0.07
"Scala",-0.02
"Typescript",-0.26
