"","coef"
"Intercept",-2.58
"log age",0.08
"log size",0.02
"log devs",0.01
"log commits",1.06
"C",0.05
"C++",0.28
"Clojure",-0.42
"Coffeescript",0.03
"Erlang",0.25
"Go",-0.04
"Haskell",-0.14
"Java",-0.13
"Javascript",-0.04
"Objective-C",0.11
"Perl",0
"Php",0.2
"Python",0.26
"Ruby",-0.03
"Scala",-0.12
"Typescript",-0.27
