"","coef"
"Intercept",-2.24
"log age",0.07
"log size",-0.02
"log devs",0.11
"log commits",1.04
"C",0.1
"C++",0.28
"Clojure",-0.41
"Coffeescript",0.07
"Erlang",0.24
"Go",0.02
"Haskell",-0.25
"Java",0.03
"Javascript",-0.14
"Objective-C",0.17
"Perl",-0.03
"Php",0.27
"Python",0.11
"Ruby",-0.03
"Scala",-0.2
"Typescript",-0.22
