"","coef","pVal"
"Intercept",-2.34,0
"log age",0.09,0
"log size",-0.03,0.064
"log devs",0.1,0.006
"log commits",1.07,0
"C",0.27,0.01
"C#",0.01,0.949
"C++",0.17,0.078
"Clojure",-0.44,0
"Coffeescript",0.16,0.141
"Erlang",-0.06,0.617
"Go",0.1,0.331
"Haskell",-0.5,0
"Java",0.2,0.077
"Javascript",-0.03,0.812
"Objective-C",-0.08,0.492
"Perl",0.15,0.138
"Php",0.05,0.657
"Python",0.24,0.034
"Ruby",0,0.986
"Scala",-0.26,0.029
"Typescript",0.01,0.935
