"","coef"
"Intercept",-2.37
"log age",0.09
"log size",-0.02
"log devs",0.09
"log commits",1.06
"C",0.24
"C++",0.16
"Clojure",-0.54
"Coffeescript",0.04
"Erlang",0.06
"Go",-0.01
"Haskell",-0.13
"Java",0.12
"Javascript",0
"Objective-C",-0.04
"Perl",0.04
"Php",0.34
"Python",0.19
"Ruby",0
"Scala",-0.24
"Typescript",-0.24
