"","coef"
"Intercept",-2.17
"log age",0.05
"log size",0
"log devs",0.11
"log commits",1.01
"C",0.22
"C++",0.15
"Clojure",-0.39
"Coffeescript",-0.16
"Erlang",0.08
"Go",0.02
"Haskell",-0.17
"Java",0.02
"Javascript",-0.08
"Objective-C",0.05
"Perl",0.14
"Php",0.26
"Python",0.18
"Ruby",-0.07
"Scala",0
"Typescript",-0.24
