"","coef"
"Intercept",-2.52
"log age",0.08
"log size",0
"log devs",0.09
"log commits",1.05
"C",-0.03
"C++",0.05
"Clojure",-0.13
"Coffeescript",-0.11
"Erlang",0.22
"Go",0.37
"Haskell",-0.2
"Java",-0.09
"Javascript",-0.04
"Objective-C",0.12
"Perl",-0.04
"Php",0.15
"Python",0.16
"Ruby",0.12
"Scala",-0.27
"Typescript",-0.31
