"","coef"
"Intercept",-2.46
"log age",0.06
"log size",0.01
"log devs",0.09
"log commits",1.05
"C",0.09
"C++",0.16
"Clojure",-0.23
"Coffeescript",-0.07
"Erlang",0.23
"Go",0.17
"Haskell",-0.22
"Java",-0.15
"Javascript",-0.05
"Objective-C",0.16
"Perl",0.04
"Php",0.13
"Python",0.06
"Ruby",0.03
"Scala",-0.12
"Typescript",-0.23
