"","coef","pVal"
"Intercept",-2.63,0
"log age",0.1,0
"log size",-0.01,0.488
"log devs",0.09,0.007
"log commits",1.06,0
"C",0.3,0.003
"C#",0,0.964
"C++",-0.03,0.79
"Clojure",-0.35,0.001
"Coffeescript",0.18,0.083
"Erlang",0.11,0.273
"Go",0.02,0.856
"Haskell",0,0.993
"Java",0.08,0.423
"Javascript",-0.04,0.684
"Objective-C",-0.06,0.588
"Perl",-0.06,0.528
"Php",0.15,0.124
"Python",-0.1,0.331
"Ruby",-0.06,0.571
"Scala",-0.09,0.365
"Typescript",-0.05,0.663
