"","coef","pVal"
"Intercept",-2.53,0
"log age",0.11,0
"log size",-0.02,0.07
"log devs",0.11,0
"log commits",1.04,0
"C",0.23,0.015
"C#",0.19,0.056
"C++",0.05,0.562
"Clojure",-0.29,0.005
"Coffeescript",0.22,0.021
"Erlang",0.15,0.108
"Go",0.23,0.013
"Haskell",-0.27,0.008
"Java",-0.16,0.092
"Javascript",0.03,0.751
"Objective-C",-0.2,0.044
"Perl",-0.06,0.556
"Php",0.18,0.051
"Python",0,0.987
"Ruby",0.03,0.782
"Scala",-0.19,0.043
"Typescript",-0.15,0.18
