"","coef","pVal"
"Intercept",-2.47,0
"log age",0.1,0
"log size",-0.03,0.083
"log devs",0.12,0
"log commits",1.05,0
"C",0.18,0.089
"C#",0.04,0.693
"C++",0.11,0.315
"Clojure",-0.27,0.018
"Coffeescript",0.05,0.609
"Erlang",0.02,0.847
"Go",0.11,0.306
"Haskell",-0.24,0.031
"Java",-0.08,0.468
"Javascript",0.1,0.325
"Objective-C",-0.02,0.866
"Perl",0.03,0.747
"Php",-0.04,0.719
"Python",0.05,0.654
"Ruby",0.07,0.539
"Scala",-0.26,0.02
"Typescript",0.13,0.264
