"","coef","pVal"
"Intercept",-2.31,0
"log age",0.08,0
"log size",-0.04,0.018
"log devs",0.14,0
"log commits",1.06,0
"C",0.18,0.101
"C#",0.15,0.189
"C++",-0.03,0.783
"Clojure",-0.31,0.006
"Coffeescript",0.03,0.805
"Erlang",-0.1,0.355
"Go",0.15,0.151
"Haskell",-0.27,0.016
"Java",-0.08,0.482
"Javascript",0.13,0.262
"Objective-C",0.07,0.506
"Perl",-0.05,0.617
"Php",0.07,0.5
"Python",0.1,0.367
"Ruby",0.04,0.703
"Scala",-0.27,0.017
"Typescript",0.2,0.08
