"","coef","pVal"
"Intercept",-2.63,0
"log age",0.12,0
"log size",0,0.804
"log devs",0.13,0
"log commits",1.01,0
"C",0.17,0.103
"C#",0.01,0.909
"C++",0,0.988
"Clojure",-0.06,0.566
"Coffeescript",0.06,0.54
"Erlang",0.03,0.747
"Go",0.19,0.067
"Haskell",-0.17,0.108
"Java",-0.06,0.587
"Javascript",0.03,0.787
"Objective-C",0.06,0.554
"Perl",0.08,0.448
"Php",-0.12,0.281
"Python",0.11,0.301
"Ruby",-0.18,0.106
"Scala",-0.22,0.037
"Typescript",0.06,0.589
