"","coef"
"Intercept",-2.53
"log age",0.16
"log size",-0.03
"log devs",0.21
"log commits",1
"C",0.09
"C++",0.13
"Clojure",-0.2
"Coffeescript",-0.24
"Erlang",-0.17
"Go",0.31
"Haskell",0.02
"Java",-0.12
"Javascript",-0.03
"Objective-C",0.19
"Perl",-0.08
"Php",0.32
"Python",-0.18
"Ruby",-0.17
"Scala",0.07
"Typescript",0.07
