"","coef","pVal"
"Intercept",-2.51,0
"log age",0.09,0
"log size",0,0.771
"log devs",0.12,0
"log commits",1.03,0
"C",0.1,0.297
"C#",0.01,0.896
"C++",-0.01,0.892
"Clojure",-0.35,0.001
"Coffeescript",0.19,0.045
"Erlang",0.25,0.007
"Go",0.22,0.022
"Haskell",-0.17,0.096
"Java",-0.18,0.067
"Javascript",0.14,0.173
"Objective-C",0,0.985
"Perl",-0.04,0.671
"Php",0.02,0.82
"Python",0.08,0.423
"Ruby",-0.15,0.127
"Scala",-0.17,0.081
"Typescript",0.07,0.515
