"","coef","pVal"
"Intercept",-2.66,0
"log age",0.08,0
"log size",0,0.804
"log devs",0.1,0.004
"log commits",1.05,0
"C",0.03,0.743
"C#",-0.37,0.001
"C++",0.01,0.912
"Clojure",-0.38,0
"Coffeescript",0.3,0.003
"Erlang",0.23,0.023
"Go",0.16,0.126
"Haskell",-0.16,0.131
"Java",-0.06,0.588
"Javascript",0.09,0.391
"Objective-C",-0.11,0.306
"Perl",0.12,0.258
"Php",0.19,0.064
"Python",-0.02,0.862
"Ruby",0.1,0.358
"Scala",-0.18,0.096
"Typescript",0.05,0.645
