"","coef"
"Intercept",-2.4
"log age",0.12
"log size",-0.02
"log devs",0.23
"log commits",1.01
"C",0.05
"C++",-0.03
"Clojure",-0.03
"Coffeescript",0.16
"Erlang",-0.05
"Go",0.29
"Haskell",0.09
"Java",-0.1
"Javascript",-0.07
"Objective-C",-0.02
"Perl",0.2
"Php",-0.1
"Python",-0.02
"Ruby",-0.22
"Scala",-0.15
"Typescript",-0.02
