"","coef"
"Intercept",-2.57
"log age",0.15
"log size",-0.02
"log devs",0.25
"log commits",0.96
"C",0.02
"C++",0.01
"Clojure",-0.14
"Coffeescript",-0.21
"Erlang",0.06
"Go",0.26
"Haskell",0.17
"Java",0.02
"Javascript",0.12
"Objective-C",0.03
"Perl",-0.27
"Php",0.07
"Python",0.01
"Ruby",-0.21
"Scala",-0.12
"Typescript",0.17
