"","coef","pVal"
"Intercept",-2.48,0
"log age",0.08,0
"log size",-0.01,0.561
"log devs",0.14,0
"log commits",1.03,0
"C",0.24,0.026
"C#",-0.05,0.632
"C++",0.2,0.064
"Clojure",-0.14,0.228
"Coffeescript",0.16,0.132
"Erlang",0.05,0.659
"Go",-0.06,0.553
"Haskell",-0.12,0.292
"Java",-0.26,0.024
"Javascript",-0.03,0.781
"Objective-C",-0.04,0.709
"Perl",0.15,0.163
"Php",0.18,0.088
"Python",-0.13,0.249
"Ruby",-0.19,0.102
"Scala",-0.12,0.256
"Typescript",0.15,0.174
