"","coef"
"Intercept",-2.53
"log age",0.14
"log size",-0.03
"log devs",0.14
"log commits",1.05
"C",0.1
"C++",0.04
"Clojure",0.02
"Coffeescript",-0.25
"Erlang",-0.04
"Go",0.03
"Haskell",-0.03
"Java",-0.17
"Javascript",-0.29
"Objective-C",0.23
"Perl",0.03
"Php",0.01
"Python",0.28
"Ruby",-0.01
"Scala",-0.09
"Typescript",0.15
