"","coef","pVal"
"Intercept",-2.41,0
"log age",0.09,0
"log size",-0.02,0.233
"log devs",0.13,0
"log commits",1.03,0
"C",-0.01,0.91
"C#",-0.11,0.279
"C++",0.06,0.542
"Clojure",-0.04,0.696
"Coffeescript",0.16,0.121
"Erlang",0.19,0.066
"Go",0.15,0.158
"Haskell",-0.21,0.051
"Java",-0.1,0.339
"Javascript",-0.19,0.093
"Objective-C",-0.03,0.737
"Perl",0.11,0.274
"Php",0.08,0.422
"Python",0.12,0.256
"Ruby",-0.18,0.1
"Scala",-0.04,0.668
"Typescript",0.05,0.619
