"","coef"
"Intercept",-2.88
"log age",0.16
"log size",-0.01
"log devs",0.12
"log commits",1.04
"C",0.14
"C++",0.27
"Clojure",-0.17
"Coffeescript",-0.01
"Erlang",0.09
"Go",0.19
"Haskell",0.01
"Java",-0.3
"Javascript",-0.07
"Objective-C",-0.09
"Perl",-0.18
"Php",0.08
"Python",-0.04
"Ruby",-0.26
"Scala",0.05
"Typescript",0.3
