"","coef"
"Intercept",-2.28
"log age",0.1
"log size",-0.03
"log devs",0.21
"log commits",1.01
"C",0.34
"C++",-0.2
"Clojure",-0.18
"Coffeescript",-0.16
"Erlang",0.03
"Go",0.28
"Haskell",-0.08
"Java",-0.39
"Javascript",-0.27
"Objective-C",0.03
"Perl",0.35
"Php",0.15
"Python",-0.03
"Ruby",-0.12
"Scala",0
"Typescript",0.27
