"","coef","pVal"
"Intercept",-2.43,0
"log age",0.09,0
"log size",-0.01,0.358
"log devs",0.17,0
"log commits",1,0
"C",0.02,0.845
"C#",-0.1,0.369
"C++",0.12,0.273
"Clojure",-0.2,0.077
"Coffeescript",0.31,0.003
"Erlang",0.2,0.052
"Go",0.25,0.017
"Haskell",-0.29,0.009
"Java",-0.38,0.001
"Javascript",0.07,0.53
"Objective-C",-0.15,0.149
"Perl",0.1,0.348
"Php",0,0.986
"Python",-0.04,0.683
"Ruby",-0.1,0.357
"Scala",-0.1,0.321
"Typescript",0.29,0.007
