"","coef"
"Intercept",-2.6
"log age",0.14
"log size",-0.01
"log devs",0.17
"log commits",0.99
"C",-0.02
"C++",-0.02
"Clojure",-0.22
"Coffeescript",-0.24
"Erlang",0.15
"Go",0.27
"Haskell",0.07
"Java",-0.39
"Javascript",0.15
"Objective-C",0.3
"Perl",-0.03
"Php",0.27
"Python",0.13
"Ruby",-0.21
"Scala",-0.34
"Typescript",0.13
