"","coef","pVal"
"Intercept",-2.96,0
"log age",0.13,0
"log size",0.02,0.241
"log devs",0.12,0
"log commits",1.01,0
"C",0.25,0.009
"C#",-0.12,0.254
"C++",0.09,0.369
"Clojure",-0.07,0.469
"Coffeescript",0.09,0.356
"Erlang",0.19,0.045
"Go",0.24,0.013
"Haskell",-0.06,0.52
"Java",-0.23,0.028
"Javascript",-0.15,0.152
"Objective-C",0.03,0.8
"Perl",0.02,0.84
"Php",-0.03,0.76
"Python",0.09,0.372
"Ruby",0.02,0.813
"Scala",-0.31,0.003
"Typescript",-0.05,0.655
