"","coef"
"Intercept",-2.69
"log age",0.16
"log size",-0.03
"log devs",0.22
"log commits",1.01
"C",0.26
"C++",0.11
"Clojure",-0.29
"Coffeescript",-0.14
"Erlang",0.01
"Go",0.11
"Haskell",-0.08
"Java",-0.18
"Javascript",0.03
"Objective-C",0.2
"Perl",0.05
"Php",0.04
"Python",0.12
"Ruby",-0.17
"Scala",-0.04
"Typescript",-0.02
