"","coef"
"Intercept",-2.73
"log age",0.16
"log size",-0.04
"log devs",0.15
"log commits",1.07
"C",0.14
"C++",-0.15
"Clojure",-0.2
"Coffeescript",-0.22
"Erlang",-0.15
"Go",0.26
"Haskell",-0.13
"Java",-0.08
"Javascript",-0.06
"Objective-C",0.24
"Perl",0.27
"Php",0.09
"Python",-0.06
"Ruby",-0.17
"Scala",-0.19
"Typescript",0.41
