"","coef","pVal"
"Intercept",-2.81,0
"log age",0.09,0
"log size",0,0.858
"log devs",0.16,0
"log commits",1.05,0
"C",0.17,0.096
"C#",0.02,0.823
"C++",0.07,0.525
"Clojure",-0.31,0.005
"Coffeescript",0.26,0.011
"Erlang",-0.04,0.677
"Go",0.2,0.052
"Haskell",-0.29,0.011
"Java",-0.15,0.159
"Javascript",-0.16,0.15
"Objective-C",-0.11,0.294
"Perl",0.02,0.847
"Php",0.17,0.097
"Python",0.1,0.32
"Ruby",0.06,0.557
"Scala",-0.13,0.219
"Typescript",0.11,0.313
