"","coef"
"Intercept",-2.44
"log age",0.14
"log size",-0.06
"log devs",0.28
"log commits",1.03
"C",0.17
"C++",0.01
"Clojure",-0.45
"Coffeescript",-0.02
"Erlang",0.06
"Go",0.11
"Haskell",0.1
"Java",-0.3
"Javascript",0.07
"Objective-C",0.06
"Perl",-0.12
"Php",0.32
"Python",0.07
"Ruby",-0.16
"Scala",0.01
"Typescript",0.07
