"","coef"
"Intercept",-3
"log age",0.18
"log size",0
"log devs",0.14
"log commits",1.02
"C",0.24
"C++",0.12
"Clojure",-0.04
"Coffeescript",-0.03
"Erlang",-0.12
"Go",0.36
"Haskell",-0.19
"Java",-0.19
"Javascript",-0.23
"Objective-C",0.12
"Perl",-0.07
"Php",0.19
"Python",-0.1
"Ruby",0.04
"Scala",-0.01
"Typescript",-0.09
