"","coef"
"Intercept",-2.66
"log age",0.17
"log size",-0.05
"log devs",0.17
"log commits",1.06
"C",-0.07
"C++",-0.03
"Clojure",-0.03
"Coffeescript",0.16
"Erlang",0.03
"Go",0.48
"Haskell",-0.19
"Java",-0.26
"Javascript",0
"Objective-C",0.1
"Perl",-0.09
"Php",0.17
"Python",0.05
"Ruby",-0.38
"Scala",-0.14
"Typescript",0.2
