"","coef","pVal"
"Intercept",-2.55,0
"log age",0.07,0
"log size",0,0.927
"log devs",0.14,0
"log commits",1.04,0
"C",0.26,0.013
"C#",-0.06,0.599
"C++",0.12,0.265
"Clojure",-0.22,0.056
"Coffeescript",0.23,0.028
"Erlang",0.06,0.552
"Go",0.16,0.138
"Haskell",-0.17,0.127
"Java",-0.37,0.001
"Javascript",-0.06,0.621
"Objective-C",-0.24,0.034
"Perl",-0.01,0.937
"Php",0.21,0.046
"Python",-0.03,0.765
"Ruby",-0.07,0.517
"Scala",-0.1,0.349
"Typescript",0.28,0.009
