"","coef","pVal"
"Intercept",-2.95,0
"log age",0.14,0
"log size",0,0.992
"log devs",0.11,0
"log commits",1.04,0
"C",0.06,0.502
"C#",-0.1,0.343
"C++",-0.04,0.658
"Clojure",-0.2,0.053
"Coffeescript",0.03,0.795
"Erlang",0.04,0.647
"Go",0.05,0.588
"Haskell",-0.03,0.786
"Java",-0.01,0.937
"Javascript",0.02,0.826
"Objective-C",-0.2,0.041
"Perl",0.02,0.868
"Php",0.2,0.035
"Python",0.06,0.534
"Ruby",0.06,0.522
"Scala",-0.16,0.113
"Typescript",0.19,0.068
