"","coef","pVal"
"Intercept",-2.69,0
"log age",0.11,0
"log size",-0.01,0.693
"log devs",0.13,0
"log commits",1.03,0
"C",0.04,0.695
"C#",-0.09,0.376
"C++",0.04,0.673
"Clojure",-0.39,0
"Coffeescript",0.3,0.002
"Erlang",0.2,0.039
"Go",0.08,0.41
"Haskell",-0.18,0.091
"Java",-0.03,0.765
"Javascript",-0.01,0.948
"Objective-C",-0.04,0.7
"Perl",-0.16,0.121
"Php",0.23,0.016
"Python",0.02,0.816
"Ruby",0.11,0.274
"Scala",-0.22,0.034
"Typescript",0.07,0.481
