"","coef","pVal"
"Intercept",-2.26,0
"log age",0.05,0.008
"log size",-0.01,0.358
"log devs",0.18,0
"log commits",1.02,0
"C",0.18,0.072
"C#",-0.19,0.097
"C++",0.13,0.213
"Clojure",-0.16,0.136
"Coffeescript",0.01,0.902
"Erlang",-0.06,0.563
"Go",0.32,0.001
"Haskell",-0.15,0.15
"Java",-0.1,0.351
"Javascript",-0.04,0.722
"Objective-C",-0.04,0.695
"Perl",0.05,0.598
"Php",-0.11,0.32
"Python",0.02,0.874
"Ruby",-0.08,0.431
"Scala",-0.06,0.579
"Typescript",0.27,0.01
