"","coef","pVal"
"Intercept",-2.57,0
"log age",0.08,0
"log size",-0.01,0.335
"log devs",0.15,0
"log commits",1.06,0
"C",0.18,0.086
"C#",-0.18,0.118
"C++",-0.01,0.92
"Clojure",-0.18,0.104
"Coffeescript",0.03,0.753
"Erlang",0.03,0.812
"Go",0.07,0.494
"Haskell",-0.17,0.14
"Java",-0.22,0.048
"Javascript",0,0.985
"Objective-C",0.07,0.496
"Perl",0.16,0.141
"Php",0.02,0.843
"Python",0.06,0.595
"Ruby",-0.03,0.8
"Scala",0.02,0.844
"Typescript",0.14,0.196
