"","coef"
"Intercept",-2.59
"log age",0.15
"log size",-0.03
"log devs",0.16
"log commits",1.04
"C",0.15
"C++",-0.11
"Clojure",-0.1
"Coffeescript",-0.19
"Erlang",0.07
"Go",0.2
"Haskell",0.16
"Java",-0.09
"Javascript",0.16
"Objective-C",0.2
"Perl",-0.12
"Php",0.15
"Python",-0.11
"Ruby",-0.19
"Scala",-0.3
"Typescript",0.11
