"","coef","pVal"
"Intercept",-2.46,0
"log age",0.07,0
"log size",-0.03,0.044
"log devs",0.18,0
"log commits",1.06,0
"C",0.21,0.039
"C#",-0.05,0.645
"C++",0.16,0.128
"Clojure",-0.22,0.046
"Coffeescript",0.19,0.077
"Erlang",0.26,0.012
"Go",0.16,0.125
"Haskell",-0.2,0.066
"Java",-0.11,0.303
"Javascript",0.04,0.741
"Objective-C",-0.15,0.186
"Perl",0.04,0.743
"Php",-0.19,0.085
"Python",0.02,0.832
"Ruby",-0.21,0.065
"Scala",-0.01,0.92
"Typescript",0.07,0.543
