"","coef","pVal"
"Intercept",-2.79,0
"log age",0.13,0
"log size",0.01,0.683
"log devs",0.15,0
"log commits",0.99,0
"C",0.09,0.367
"C#",0,0.978
"C++",0.08,0.409
"Clojure",-0.18,0.08
"Coffeescript",-0.01,0.936
"Erlang",0.07,0.496
"Go",0.28,0.005
"Haskell",-0.13,0.2
"Java",-0.23,0.026
"Javascript",0.01,0.937
"Objective-C",-0.39,0
"Perl",0.06,0.528
"Php",0.24,0.021
"Python",-0.11,0.272
"Ruby",0.02,0.861
"Scala",0.03,0.784
"Typescript",0.18,0.095
