"","coef"
"Intercept",-2.86
"log age",0.2
"log size",-0.05
"log devs",0.11
"log commits",1.06
"C",0.11
"C++",0.16
"Clojure",-0.32
"Coffeescript",-0.13
"Erlang",-0.14
"Go",0.31
"Haskell",-0.17
"Java",-0.13
"Javascript",-0.09
"Objective-C",0.08
"Perl",-0.07
"Php",0.08
"Python",0.05
"Ruby",-0.2
"Scala",0.01
"Typescript",0.44
