"","coef"
"Intercept",-2.51
"log age",0.15
"log size",-0.02
"log devs",0.26
"log commits",0.95
"C",0.1
"C++",0.23
"Clojure",-0.33
"Coffeescript",-0.1
"Erlang",-0.16
"Go",0.04
"Haskell",-0.01
"Java",-0.01
"Javascript",-0.14
"Objective-C",0.32
"Perl",0.07
"Php",-0.12
"Python",0.05
"Ruby",0.11
"Scala",-0.09
"Typescript",0.03
