"","coef","pVal"
"Intercept",-2.79,0
"log age",0.12,0
"log size",-0.01,0.483
"log devs",0.14,0
"log commits",1.03,0
"C",0.1,0.326
"C#",0.01,0.961
"C++",0.13,0.213
"Clojure",-0.35,0.002
"Coffeescript",0.12,0.271
"Erlang",0.17,0.107
"Go",0.22,0.029
"Haskell",-0.29,0.008
"Java",-0.09,0.408
"Javascript",-0.02,0.835
"Objective-C",-0.06,0.598
"Perl",-0.19,0.082
"Php",0.11,0.31
"Python",-0.03,0.79
"Ruby",0.08,0.477
"Scala",-0.17,0.108
"Typescript",0.27,0.01
